"station","date","temp_nValid","temp_min","temp_median","temp_max","temp_mean","temp_sd","temp_iqr","spcond_nValid","spcond_min","spcond_median","spcond_max","spcond_mean","spcond_sd","spcond_iqr","sal_nValid","sal_min","sal_median","sal_max","sal_mean","sal_sd","sal_iqr","do_pct_nValid","do_pct_min","do_pct_median","do_pct_max","do_pct_mean","do_pct_sd","do_pct_iqr","do_mgl_nValid","do_mgl_min","do_mgl_median","do_mgl_max","do_mgl_mean","do_mgl_sd","do_mgl_iqr","depth_nValid","depth_min","depth_median","depth_max","depth_mean","depth_sd","depth_iqr","ph_nValid","ph_min","ph_median","ph_max","ph_mean","ph_sd","ph_iqr","turb_nValid","turb_min","turb_median","turb_max","turb_mean","turb_sd","turb_iqr","doLessThan2_nValid","doLessThan2_total","doLessThan5_nValid","doLessThan5_total"
"kacbcwq",2002-06-18,25,5.9,6.4,7.1,6.424,0.391875830674292,0.8,25,47.68,48.57,49.18,48.5204,0.47461809208387,0.939999999999998,25,30.6,31.2,31.6,31.176,0.308598984660244,0.600000000000001,25,106.9,114.2,132.3,116.056,7.65299941199527,12,25,10.8,11.5,13.2,11.636,0.699333015570312,1.1,25,9.39,11.53,14.07,11.736,1.74340423692652,3.38,25,8,8,8.1,8.032,0.0476095228569522,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,25,0,25,0
"kacbcwq",2002-06-19,48,5.9,6.3,7.5,6.48333333333333,0.42191727198251,0.6,48,47.25,48.69,49.19,48.4833333333333,0.55342005643566,0.872500000000002,48,30.4,31.3,31.6,31.1541666666667,0.351264180956008,0.5,48,107.2,112.15,130.8,115.433333333333,6.96249323566907,11.825,48,10.9,11.25,12.9,11.5583333333333,0.613962828361725,1.1,48,9.58,11.61,14.4,11.7495833333333,1.5735404697462,3.0175,48,8,8.1,8.2,8.0625,0.0672404386938742,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-20,48,5.9,6.5,8.9,6.84375,0.814733019839641,1.025,48,45.67,48.61,49.21,48.1820833333333,0.975898840095269,1.13499999999999,48,29.4,31.25,31.6,30.9708333333333,0.618494511691824,0.699999999999999,48,107.3,113.5,133.6,116.802083333333,7.77276997049214,11.525,48,10.9,11.35,12.9,11.60625,0.611035483177636,0.925000000000001,48,9.27,11.72,14.7,11.7535416666667,1.68488081475488,2.9725,48,8,8.1,8.2,8.1,0.065232807305344,0,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-21,48,6,6.65,8.7,6.84791666666667,0.628740579501639,1,48,45.86,48.515,49.21,48.26375,0.769375610340771,1.20750000000001,48,29.5,31.2,31.6,31.03125,0.486479428180219,0.799999999999997,48,107.4,114.95,132.8,116.695833333333,6.83669567857298,12.025,48,10.9,11.5,12.9,11.59375,0.55020547419104,1,48,8.79,11.725,14.93,11.7320833333333,1.83514154864035,3.4,48,8,8.1,8.2,8.11041666666667,0.062703569185912,0.0250000000000004,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-22,48,6.1,7,8.5,7.02083333333333,0.723160419898518,1.25,48,46.32,48.225,49.14,48.1297916666667,0.839337351555566,1.47500000000001,48,29.8,31,31.6,30.95,0.521454594012768,0.899999999999999,48,108.1,116.6,130.5,117.439583333333,7.0924214747776,13.95,48,10.9,11.55,12.7,11.6354166666667,0.552937833962327,1.1,48,8.39,11.855,14.91,11.7320833333333,2.0171888574263,3.7325,48,8,8.1,8.2,8.11041666666667,0.072168783648703,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-23,48,5.9,6.6,9.9,7.06458333333333,1.03069684820892,1.125,48,44.43,48.725,49.29,48.126875,1.24416109692691,1.1025,48,28.5,31.35,31.7,30.9520833333333,0.803712021923522,0.724999999999998,48,105.9,112.4,128,115.375,6.42208622562495,10.425,48,10.7,11.25,12.2,11.4166666666667,0.446896310184743,0.725000000000001,48,8.07,11.85,15.13,11.7808333333333,2.18681720853529,3.865,48,8,8.1,8.2,8.08958333333333,0.072168783648703,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-24,48,6,7,8.8,7.125,0.736148689883383,1.325,48,46.15,48.375,49.2,48.2354166666667,0.770639298944723,1.15,48,29.7,31.1,31.6,31.0416666666667,0.481059704939327,0.674999999999997,48,106.7,116.95,126.8,116.485416666667,5.92538676656076,9.89999999999999,48,10.8,11.55,12.3,11.5020833333333,0.439288391355999,0.675000000000002,48,7.9,11.945,15.3,11.8591666666667,2.31157018876534,3.9325,48,8,8.1,8.2,8.09791666666667,0.0699227030167104,0.0250000000000004,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-25,48,6.1,7.2,8.3,7.21875,0.618046424614465,1,48,46.89,48.455,49.24,48.3085416666667,0.642601062780419,1,48,30.2,31.2,31.6,31.1020833333333,0.399728409571348,0.599999999999998,48,106.7,117.4,125.1,116.829166666667,5.47189952367211,9.77500000000002,48,10.8,11.6,12.1,11.5104166666667,0.404359005926366,0.725000000000001,48,7.92,12.06,15.4,11.9716666666667,2.33845769625262,4.1925,48,8,8.1,8.2,8.09166666666667,0.0613095852883293,0,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-26,48,6.5,7.05,7.8,7.08125,0.365336481453538,0.524999999999999,48,47.88,48.67,49.06,48.5970833333333,0.307203988874073,0.384999999999998,48,30.9,31.35,31.6,31.2875,0.186370712702376,0.199999999999999,48,109,114.5,121.9,114.839583333333,3.31686468099872,4.62500000000001,48,10.9,11.35,11.9,11.33125,0.249387547676644,0.4,48,8.09,12.045,15.39,12.0304166666667,2.29968171556583,3.975,48,8,8.1,8.1,8.09375,0.024462302739504,0,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-27,48,6.3,7.3,8.4,7.16041666666667,0.518073182759961,0.9,48,47.01,48.53,49.23,48.5610416666667,0.484211311280139,0.737499999999997,48,30.3,31.3,31.7,31.2729166666667,0.291539992755517,0.424999999999997,48,106.6,113.85,126.4,113.68125,4.27564384849217,6.77499999999999,48,10.7,11.2,12.2,11.2,0.31148238569098,0.5,48,8.28,12.195,15.14,12.02,2.15221508851556,3.7525,48,8,8.1,8.2,8.07291666666667,0.0494203994978269,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-28,48,6.4,7.5,8.7,7.45,0.555820267903902,1,48,46.1,48.44,49.18,48.2720833333333,0.709050783924817,1.15,48,29.6,31.2,31.6,31.0958333333333,0.465836394133488,0.724999999999998,48,106.5,115.1,127.5,115.466666666667,5.11798386723212,9.02500000000001,48,10.7,11.3,12.3,11.3125,0.394442779605583,0.699999999999999,48,8.55,12.265,14.8,12.0039583333333,1.96071821359434,3.64,48,8,8.1,8.2,8.08333333333333,0.0476393067340329,0,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-29,48,6.3,7,8,7.1,0.469041575982343,0.825,48,47.5,48.865,49.24,48.6889583333333,0.439362398682325,0.722499999999997,48,30.6,31.45,31.7,31.3625,0.278770095163464,0.5,48,104.6,110.85,118.7,111.629166666667,3.57853876831201,6.22499999999998,48,10.5,10.95,11.5,11.00625,0.252987469204441,0.5,48,8.93,12.005,14.4,11.963125,1.71184006541922,2.89,48,8,8.05,8.1,8.05,0.050529115263991,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-06-30,48,6.3,6.9,8.1,6.9875,0.45738619093669,0.7,48,47.49,48.935,49.29,48.77,0.44508665185509,0.482500000000009,48,30.6,31.5,31.7,31.4041666666667,0.268136463616136,0.300000000000001,48,104.4,109.1,119.5,110.129166666667,3.66234190470392,5.25,48,10.5,10.8,11.6,10.8895833333333,0.265970389755985,0.325000000000001,48,9.36,12.01,13.96,11.9454166666667,1.46524263960199,2.4975,48,8,8,8.1,8.0375,0.048924605479008,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-07-01,48,6.3,7,7.8,7.05,0.435645766698763,0.725000000000001,48,47.99,48.865,49.2,48.76375,0.338146543833266,0.517500000000013,48,30.9,31.5,31.6,31.4041666666667,0.209313298042883,0.324999999999999,48,105.3,109.6,117.3,110.072916666667,3.38235342865172,5.32500000000002,48,10.5,10.8,11.4,10.8583333333333,0.24739780467673,0.4,48,9.84,12.095,13.65,11.9302083333333,1.22746146896814,2.215,48,8,8,8.1,8.04583333333333,0.0503533612870857,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,48,0,48,0
"kacbcwq",2002-07-02,18,6.5,7.05,8.2,7.22222222222222,0.56209226326138,0.874999999999999,18,47.58,48.815,49.18,48.5966666666667,0.514472888441341,0.722500000000011,18,30.7,31.4,31.6,31.3,0.302926898578441,0.475000000000001,18,105.2,109.7,122.9,111.788888888889,5.68847016432868,7.49999999999999,18,10.5,10.8,11.9,10.9833333333333,0.443581678929995,0.550000000000004,18,10.66,11.8,13.11,11.8572222222222,0.954209284945983,1.8875,18,8,8,8.1,8.03333333333333,0.0485071250072664,0.0999999999999996,0,NA,NA,NA,NA,NA,NA,18,0,18,0
"kacbcwq",2002-07-03,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"kacbcwq",2002-07-04,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"kacbcwq",2002-07-05,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"kacbcwq",2002-07-06,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"kacbcwq",2002-07-07,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"kacbcwq",2002-07-08,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"kacbcwq",2002-07-09,32,7,7.8,13.8,9.075,2.26459424550496,2.475,32,39.84,48.55,49.29,46.8725,3.00238292457948,2.645,32,25.4,31.35,31.8,30.19375,2.01989100632172,1.725,32,100.6,105.35,116.8,107.940625,5.27262310766509,9.09999999999999,32,9.9,10.2,10.7,10.253125,0.219947757726766,0.325000000000001,32,4.77,8.05,10.54,8.0590625,1.72454642821367,2.97,32,8,8.1,8.3,8.121875,0.0706393612289826,0.0999999999999996,32,1,1,3,1.46875,0.621360370217975,1,32,0,32,0
"kacbcwq",2002-07-10,48,6.9,7.7,12.7,8.63333333333333,1.61552749218767,2.5,48,40.48,48.63,49.36,47.34,2.33710313504342,2.93000000000001,48,25.9,31.4,31.8,30.5104166666667,1.55744465880757,1.90000000000001,48,99.8,105.45,116.2,106.958333333333,4.75876943387917,7.97499999999999,48,9.8,10.2,10.9,10.2333333333333,0.23094010767585,0.300000000000001,48,4.41,8.19,11.38,8.169375,2.18309306850273,3.7925,48,8,8.1,8.2,8.12083333333333,0.0503533612870857,0.0250000000000004,48,1,1,3,1.33333333333333,0.558620387730928,1,48,0,48,0
"kacbcwq",2002-07-11,48,7.2,9,13,9.53333333333333,1.78210171562195,2.875,48,39.1,47.47,49.25,46.2604166666667,2.74843085470975,4.1475,48,24.9,30.65,31.8,29.8020833333333,1.85477986115154,2.85,48,101.6,110.15,115.8,109.289583333333,4.05033434833883,6.44999999999999,48,9.9,10.3,10.5,10.3041666666667,0.171300822038908,0.225000000000001,48,4.2,8.265,11.66,8.22354166666667,2.33682498692212,4.1475,48,8.1,8.1,8.2,8.13958333333333,0.0494203994978269,0.0999999999999996,47,1,1,3,1.48936170212766,0.62109092051395,1,48,0,48,0
"kacbcwq",2002-07-12,48,7.5,8.65,14.2,9.07708333333333,1.49740762984869,2.025,48,38.23,48.075,49.19,47.2589583333333,2.25976956044462,2.4575,48,24.3,31.1,31.8,30.5020833333333,1.52880005557597,1.55,48,103.2,109.35,116.2,109.466666666667,4.27074826934834,8.34999999999999,48,10,10.3,10.8,10.38125,0.216997156565349,0.4,48,4.18,8.66,11.7,8.261875,2.38690991928182,4.3475,48,8.1,8.1,8.2,8.13541666666667,0.0483321105250061,0.0999999999999996,47,1,1,3,1.34042553191489,0.522393976956126,1,48,0,48,0
"kacbcwq",2002-07-13,48,7.7,8.9,11.5,9.09583333333333,0.970842655116115,0.850000000000001,48,43.45,48.2,49.12,47.5391666666667,1.55447170109447,1.24250000000001,48,27.9,31.15,31.7,30.70625,1.04868839052672,0.824999999999996,48,103.9,109.9,114.9,109.9125,2.88743610042587,3.7,48,10.1,10.4,10.8,10.4,0.158449938399241,0.199999999999999,48,4.28,8.37,11.6,8.28041666666667,2.33098276994037,4.4475,48,8.1,8.1,8.2,8.12291666666667,0.0424744395393793,0,48,1,1,3,1.39583333333333,0.535528505442842,1,48,0,48,0
"kacbcwq",2002-07-14,48,7.8,9,11.7,9.0125,0.737916849377858,0.650000000000002,48,42.2,48.23,49.16,47.9104166666667,1.33877835442223,1.1725,48,27.1,31.2,31.8,30.9666666666667,0.903499893047912,0.724999999999998,48,104,109.7,113.4,109.383333333333,2.1320585730381,2.25,48,10,10.4,10.5,10.3458333333333,0.107105701088569,0.0999999999999996,48,4.51,8.515,11.27,8.281875,2.18327263260864,3.8475,48,8.1,8.1,8.2,8.10833333333333,0.0279310193865463,0,47,1,1,2,1.27659574468085,0.452150785717527,1,48,0,48,0
