"station","date","temp_nValid","temp_min","temp_median","temp_max","temp_mean","temp_sd","temp_iqr","spcond_nValid","spcond_min","spcond_median","spcond_max","spcond_mean","spcond_sd","spcond_iqr","sal_nValid","sal_min","sal_median","sal_max","sal_mean","sal_sd","sal_iqr","do_pct_nValid","do_pct_min","do_pct_median","do_pct_max","do_pct_mean","do_pct_sd","do_pct_iqr","do_mgl_nValid","do_mgl_min","do_mgl_median","do_mgl_max","do_mgl_mean","do_mgl_sd","do_mgl_iqr","depth_nValid","depth_min","depth_median","depth_max","depth_mean","depth_sd","depth_iqr","level_nValid","level_min","level_median","level_max","level_mean","level_sd","level_iqr","clevel_nValid","clevel_min","clevel_median","clevel_max","clevel_mean","clevel_sd","clevel_iqr","ph_nValid","ph_min","ph_median","ph_max","ph_mean","ph_sd","ph_iqr","turb_nValid","turb_min","turb_median","turb_max","turb_mean","turb_sd","turb_iqr","doLessThan2_nValid","doLessThan2_total","doLessThan5_nValid","doLessThan5_total"
"delslwq",2002-01-01,48,-0.6,0.4,0.6,0.260416666666667,0.275016118160785,0.3,48,10.29,22.32,42.68,23.1097916666667,8.90355140465018,11.77,48,5.7,13,26.2,13.5791666666667,5.63034930828748,7.35,48,78.2,83.75,92.6,84.1145833333333,3.89287344419033,5.02500000000001,48,10.8,11.1,11.3,11.09375,0.162959660848413,0.199999999999999,48,0.44,1.17,2.03,1.211875,0.491141337936227,0.855,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.4,7.8,7.42916666666667,0.176199033172092,0.2,48,47,147.5,213,139.9375,47.3719578824543,70,48,0,48,0
"delslwq",2002-01-02,48,-0.9,-0.2,-0.1,-0.266666666666667,0.184890230036962,0.225,48,11.25,22.69,40.35,23.3354166666667,8.13652363383599,13.1725,48,6.2,13.15,24.6,13.6479166666667,5.1233296015066,8.175,48,78.5,84.25,92.7,84.5229166666667,3.91675286611045,5.55,48,11,11.3,11.7,11.3020833333333,0.185069950356136,0.200000000000001,48,0.55,1.2,2.08,1.2375,0.478821692037816,0.8225,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.4,7.8,7.4375,0.169636658021434,0.225000000000001,48,53,125,226,120.229166666667,40.2667909120482,57.25,48,0,48,0
"delslwq",2002-01-03,48,-0.7,-0.4,-0.1,-0.379166666666667,0.159731601122518,0.225,48,13.08,26.1,41.74,26.7327083333333,8.26788962745899,12.525,48,7.3,15.3,25.5,15.7875,5.25132708657657,7.9,48,79.4,85.85,94.3,86.1604166666667,4.22911587678687,5.39999999999999,48,11,11.4,11.7,11.3875,0.177002223811009,0.199999999999999,48,0.53,1.24,1.97,1.255,0.463469799791905,0.87,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.45,7.8,7.47708333333333,0.174111218225756,0.3,48,45,128.5,526,177.375,124.499786379378,88.75,48,0,48,0
"delslwq",2002-01-04,48,-0.8,-0.5,-0.2,-0.5,0.159787092387392,0.2,48,17.54,28.765,39.46,28.4870833333333,6.9694576724611,11.7525,48,10,17,24,16.8729166666667,4.44166633401194,7.475,48,80.7,87.7,95.7,87.71875,4.18450313530313,6.625,48,11.1,11.55,12,11.5479166666667,0.218300576829223,0.299999999999999,48,0.72,1.34,2.01,1.34229166666667,0.427263631722743,0.7975,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.3,7.5,7.8,7.5,0.148753687599562,0.199999999999999,48,43,155,368,168.791666666667,82.4711318501964,81.75,48,0,48,0
"delslwq",2002-01-05,48,-0.7,-0.2,0.4,-0.2125,0.324611060232907,0.525,48,15.64,27.05,37.36,26.851875,6.72767724333039,10.8575,48,8.9,15.9,22.7,15.8541666666667,4.26629334027188,6.875,48,80.3,86.75,96.2,87.26875,4.28610601679824,6.22499999999999,48,11.1,11.45,11.9,11.48125,0.218949377225043,0.399999999999999,48,0.64,1.34,1.93,1.29479166666667,0.44344871652131,0.845,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.3,7.4,7.7,7.45833333333333,0.131817626002074,0.3,48,43,136.5,214,131.729166666667,41.8867467910506,51.5,48,0,48,0
"delslwq",2002-01-06,48,-0.3,0.1,0.8,0.125,0.303525385387233,0.325,48,15.97,26.385,40.87,27.004375,6.81657832248671,10.6,48,9.1,15.55,25.1,16.00625,4.37528874427102,6.725,48,80.2,87.35,97.9,87.86875,4.98402367784069,7.5,48,10.9,11.45,11.8,11.4375,0.254846637236276,0.5,48,0.63,1.315,1.8,1.271875,0.401431779265488,0.7275,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.4,7.8,7.46875,0.16393596310755,0.3,48,47,116,180,112.708333333333,31.0277558196798,39.25,48,0,48,0
"delslwq",2002-01-07,48,0.2,0.5,0.8,0.508333333333333,0.139655096932732,0.2,48,12.43,21.61,31.79,21.9022916666667,5.66883989016753,9.375,48,6.9,12.55,19.1,12.7875,3.5556742186168,5.9,48,80.1,84.15,92.2,85.1958333333333,3.56053775124126,6.05,48,10.9,11.2,11.6,11.225,0.214872550052252,0.4,48,0.57,1.21,1.74,1.205625,0.382232558429295,0.68,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.3,7.6,7.36875,0.118781490785355,0.2,48,37,86,127,82.8333333333333,21.3345522701409,23.5,48,0,48,0
"delslwq",2002-01-08,48,0.2,0.7,1.5,0.660416666666667,0.294444723225703,0.4,48,8.4,18.535,31.25,18.8529166666667,7.15959524540418,12.4,48,4.6,10.65,18.8,10.9270833333333,4.43121133159413,7.65,48,79.5,82.7,94.3,84.3166666666667,4.09651296100919,5.84999999999999,48,10.9,11.15,11.6,11.2145833333333,0.207302413830958,0.300000000000001,48,0.54,1.265,1.85,1.25916666666667,0.413818920895094,0.77,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.3,7.6,7.33125,0.120559422975084,0.2,48,37,92,395,116.770833333333,72.014253785115,74.5,48,0,48,0
"delslwq",2002-01-09,48,0.4,0.8,1.1,0.747916666666667,0.189050914377451,0.3,48,8.41,17.305,32.02,18.06125,6.92834990793685,10.38,48,4.6,9.9,19.3,10.4333333333333,4.29915050160622,6.375,48,79.2,82.4,92.7,83.81875,3.9129711326697,5.25,48,10.9,11.1,11.6,11.15625,0.203068220378422,0.224999999999998,48,0.5,1.12,1.87,1.145,0.422092054092066,0.73,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.3,7.6,7.32083333333333,0.132019233500973,0.2,48,37,107,389,131.270833333333,81.6296096631539,92.75,48,0,48,0
"delslwq",2002-01-10,48,0.9,1.4,1.8,1.40833333333333,0.243059692636186,0.4,48,5.4,16.745,34.42,17.2402083333333,8.43381453526506,14.7525,48,2.9,9.6,20.9,10.0145833333333,5.21964332291391,9.1,48,78.3,82.8,94,84.05,4.54687173265219,7.675,48,10.7,11,11.4,11.0125,0.20998986804332,0.399999999999999,48,0.33,1.155,1.79,1.105625,0.473649957157069,0.9075,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.7,7.31875,0.174619647452959,0.225000000000001,48,46,96.5,290,114.875,61.7464358520031,79,48,0,48,0
"delslwq",2002-01-11,39,1.7,2.6,2.9,2.3974358974359,0.417692394678428,0.8,39,7.64,17.84,45.2,20.6074358974359,10.3834034370515,13.12,39,4.2,10.3,28.4,12.2051282051282,6.68761418861484,8.25,39,77.8,87.1,99.8,86.8102564102564,6.07561107482397,8.94999999999999,39,10.4,11,11.4,10.9076923076923,0.247497597420147,0.4,39,0.51,1.37,1.96,1.2725641025641,0.482998953625967,0.9,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,39,7.1,7.3,7.9,7.33846153846154,0.224329861230457,0.2,39,45,84,225,99.3846153846154,44.2163433612834,58.5,39,0,39,0
"delslwq",2002-01-12,48,2.2,3,3.8,3,0.379248977894526,0.525,48,5.78,17.91,36.06,18.464375,8.892453627428,14.4225,48,3.1,10.35,22.1,10.8520833333333,5.5784154534806,9,48,82.4,86.6,95,87.2958333333333,3.41099338705381,4.82500000000002,48,10.7,10.9,11.1,10.91875,0.102430568077092,0.199999999999999,48,0.54,1.215,1.97,1.21354166666667,0.460958712247814,0.8325,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.7,7.30833333333333,0.14562168025011,0.2,48,56,89.5,190,101.875,35.9861823364043,53.5,48,0,48,0
"delslwq",2002-01-13,48,3,3.7,4.6,3.66666666666667,0.412224548048978,0.5,48,7.12,18.53,43.44,19.9485416666667,10.4779486764496,12.7,48,3.9,10.8,27.3,11.8520833333333,6.72363217390192,7.975,48,82,89.75,101.3,89.8375,5.21608090428053,6.175,48,10.5,11,11.5,10.95,0.269751658839772,0.425000000000001,48,0.46,1.095,1.9,1.13375,0.458872925440288,0.8275,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.9,7.38333333333333,0.200354296114736,0.125000000000001,48,54,110.5,253,121.416666666667,48.0902667788945,62.75,48,0,48,0
"delslwq",2002-01-14,48,3,4,4.7,3.94791666666667,0.409976430735799,0.6,48,4.79,12.225,26.82,13.39125,6.97552243906307,13.075,48,2.6,6.9,16.1,7.72083333333333,4.28043338098819,8.025,48,83.4,86.45,91.8,86.9291666666667,2.40866859429917,3.85000000000001,48,10.5,10.85,11.1,10.8375,0.153851268327426,0.300000000000001,48,0.38,0.96,1.81,1.013125,0.446047207929976,0.785,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.25,7.5,7.27916666666667,0.109074117555758,0.2,48,62,98.5,195,103.854166666667,31.2294116576389,43.25,48,0,48,0
"delslwq",2002-01-15,48,3.3,4.25,5,4.2125,0.433503785352439,0.6,48,5.36,18.22,41.09,19.179375,10.3459031682604,15.4225,48,2.9,10.65,25.7,11.3916666666667,6.57916871594792,9.625,48,80.3,88.15,97.3,88.16875,4.86214890982132,7.05000000000001,48,10.2,10.7,10.9,10.6416666666667,0.200884568668372,0.300000000000001,48,0.37,1.155,1.92,1.161875,0.474510526081037,0.8375,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.8,7.36458333333333,0.196229981587317,0.3,48,57,122,258,132.9375,50.2374812393754,69,48,0,48,0
"delslwq",2002-01-16,48,3.4,4.4,5.1,4.36666666666667,0.415309847587974,0.525,48,7.09,17.91,34.48,18.9335416666667,8.35549264870015,14.895,48,3.9,10.45,21.2,11.2,5.2764027075191,9.35,48,82.5,87.85,95.1,88.3520833333333,3.77421202616383,6.47500000000002,48,10.3,10.6,11,10.6395833333333,0.172268448764469,0.300000000000001,48,0.62,1.21,1.93,1.23041666666667,0.418512860237768,0.745,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.3,7.7,7.3625,0.153851268327425,0.3,48,64,117.5,180,118.104166666667,31.9788757292654,48,48,0,48,0
"delslwq",2002-01-17,48,3.6,4.25,4.7,4.20833333333333,0.318796495704954,0.5,48,10.32,22.005,40.46,22.6583333333333,8.87283238937427,13.895,48,5.8,13.05,25.3,13.5604166666667,5.71815844419406,8.875,48,82.1,87.85,98.5,88.5,4.90774463952726,7.77499999999999,48,10.2,10.5,11,10.5291666666667,0.261711497266395,0.399999999999999,48,0.72,1.28,1.94,1.296875,0.402804827085531,0.7175,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.4,7.8,7.41458333333333,0.190173026851454,0.2,48,54,106,149,101.270833333333,25.6595878835692,35.5,48,0,48,0
"delslwq",2002-01-18,48,3.8,4.2,4.6,4.15416666666667,0.244912779379815,0.4,48,9.69,20.145,35.24,20.6535416666667,7.97338964988325,14.075,48,5.4,11.85,21.7,12.2645833333333,5.06978910062566,8.9,48,78.5,85.9,95.3,86.175,4.53668263841567,6.32499999999999,48,9.8,10.4,10.8,10.35625,0.260037845036187,0.300000000000001,48,0.69,1.255,1.91,1.25833333333333,0.388112362175902,0.69,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.3,7.7,7.35833333333333,0.151353233921313,0.3,48,40,82,127,81.3958333333333,19.7492144560538,30.5,48,0,48,0
"delslwq",2002-01-19,48,2.8,3.7,4.2,3.52708333333333,0.429616148976028,0.7,48,10.29,21.46,36.36,22.4827083333333,7.38043870563184,10.2175,48,5.8,12.65,22.4,13.3833333333333,4.72266303046182,6.575,48,79.7,86.4,95.4,86.7208333333333,4.41929802519144,5.72499999999999,48,10.1,10.5,11.1,10.5166666666667,0.27624636963694,0.324999999999999,48,0.79,1.37,1.9,1.36125,0.334018887222379,0.5825,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.4,7.7,7.39166666666667,0.152752523165195,0.2,48,38,70.5,129,74.625,19.567259889276,27.5,48,0,48,0
"delslwq",2002-01-20,48,2.5,2.7,3,2.73958333333333,0.134859396178348,0.225,48,10.8,23.22,34.55,23.4535416666667,7.56219839970658,13.26,48,6,13.75,21.1,13.9583333333333,4.82876281821855,8.55,48,80.5,86.65,95.1,87.1,4.58689159105435,8.55,48,10.4,10.7,11.2,10.7333333333333,0.22153558220836,0.325000000000001,48,0.9,1.465,1.98,1.45333333333333,0.338735655004948,0.6175,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.4,7.7,7.4125,0.159286975065546,0.3,48,47,95.5,194,102.895833333333,34.3964617077714,37.25,48,0,48,0
"delslwq",2002-01-21,48,2.6,2.7,2.8,2.675,0.0635810757339742,0.1,48,7.21,20.61,30.52,20.1041666666667,6.79968986568531,11.715,48,3.9,12.05,18.5,11.81875,4.26413325856598,7.35,48,80.4,84.15,91,84.9104166666667,3.33468168651142,6.45,48,10.4,10.6,10.9,10.6395833333333,0.146939824611089,0.300000000000001,48,0.73,1.415,1.88,1.35958333333333,0.364487155500468,0.67,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.3,7.5,7.33125,0.115143296476192,0.2,48,50,92,161,92.4166666666667,21.9979044778915,24.75,48,0,48,0
"delslwq",2002-01-22,48,2.4,2.7,3.2,2.78333333333333,0.262016187037182,0.425,48,3.45,9.395,22.19,10.4097916666667,5.86275459532765,9.225,48,1.8,5.2,13.1,5.87291666666667,3.50705911733496,5.375,48,79.9,81.5,84.8,81.7979166666667,1.22725945917799,1.64999999999999,48,10.4,10.6,11.1,10.6479166666667,0.193500325287904,0.224999999999998,48,0.5,1.085,1.67,1.07333333333333,0.366921252687493,0.6725,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.2,7.3,7.18125,0.0733869082185124,0.100000000000001,48,54,80,111,81.4166666666667,14.3435556488788,15,48,0,48,0
"delslwq",2002-01-23,48,3,3.2,3.7,3.29375,0.189519268654903,0.2,48,3.5,14.09,23.54,13.2614583333333,6.68830767310699,13.485,48,1.8,8.05,14,7.61875,4.054294085524,8.25,48,78.3,83.5,91.2,83.7979166666667,3.87712821904955,7.19999999999999,48,10.2,10.6,11.1,10.6229166666667,0.229003004099345,0.300000000000001,48,0.57,1.195,1.79,1.17645833333333,0.362106658692579,0.63,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7,7.2,7.5,7.22708333333333,0.130040228363795,0.2,48,49,88.5,131,91.6666666666667,20.5357325668391,31.5,48,0,48,0
"delslwq",2002-01-24,48,3.7,4.1,5.2,4.23541666666667,0.423505926172877,0.7,48,4.31,19.995,37.59,20.226875,8.91129385171997,12.48,48,2.3,11.75,23.3,12.0291666666667,5.64868496589884,7.95,48,77.1,86.55,100.7,87.3791666666667,6.58528205290495,9.17500000000001,48,9.7,10.4,11.3,10.4770833333333,0.428376243124848,0.624999999999998,48,0.59,1.255,1.9,1.255625,0.378242893086192,0.59,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.8,7.35208333333333,0.204200134758675,0.3,48,46,94.5,522,105.083333333333,69.9844460936533,50.5,48,0,48,0
"delslwq",2002-01-25,48,5,5.5,6,5.50833333333333,0.260795292129983,0.4,48,5.05,18.805,34.99,18.9352083333333,9.00269084823339,15.365,48,2.7,11.05,21.7,11.2770833333333,5.69535979784863,9.65,48,76.8,85.75,99.3,86.6729166666667,6.38428054839129,9.95000000000002,48,9.5,10.1,10.8,10.125,0.364662478744736,0.5,48,0.54,1.355,1.92,1.34354166666667,0.431876112965691,0.7475,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.7,7.32916666666667,0.186750867534324,0.3,48,73,124,356,142.125,59.2706109226903,58.5,48,0,48,0
"delslwq",2002-01-26,48,5,5.5,6.2,5.47291666666667,0.311304450647445,0.399999999999999,48,5.74,15.545,29.59,15.9822916666667,7.23425399103028,11.71,48,3.1,9,18,9.36041666666667,4.51624677459924,7.275,48,78.1,82.75,93.5,84.0875,4.24217051028101,5.22499999999999,48,9.6,9.9,10.6,9.9625,0.269455716173778,0.299999999999999,48,0.65,1.29,2,1.293125,0.428853772876768,0.795,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.2,7.6,7.26875,0.138619715523856,0.0999999999999996,48,64,122,336,128.708333333333,48.075719679429,45.75,48,0,48,0
"delslwq",2002-01-27,48,4.8,5.7,6.6,5.68541666666667,0.422248078404523,0.524999999999999,48,4,16.31,35.91,17.4197916666667,9.53431930640698,16.3025,48,2.1,9.5,22.3,10.3333333333333,6.02033198113863,10.25,48,78,84.7,99.5,85.98125,6.51350989637789,10.825,48,9.5,9.95,10.9,10.0666666666667,0.420907496449488,0.700000000000001,48,0.5,1.35,2.04,1.30104166666667,0.502518083016786,0.9625,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.25,7.8,7.31666666666667,0.212716306263424,0.4,48,74,130.5,232,137.395833333333,39.4212058622159,64.5,48,0,48,0
"delslwq",2002-01-28,48,5.5,6.3,7.4,6.42083333333333,0.660740504422422,1.3,48,7.14,23.795,40.21,23.925,10.1322757940138,16.3275,48,3.9,14.35,25.3,14.525,6.5939204752592,10.625,48,78.2,94.55,109.1,93.6354166666667,10.1378685405809,17.725,48,9.4,10.45,11.5,10.4458333333333,0.670331240232175,1.05,48,0.65,1.475,2.15,1.44208333333333,0.492263371530276,0.9125,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.4,7.9,7.46458333333333,0.256398611983276,0.324999999999999,48,60,137,206,131.145833333333,33.756316719093,43.5,48,0,48,0
"delslwq",2002-01-29,48,6.4,7.2,8.5,7.43541666666667,0.724785979660242,1.3,48,11.67,27.835,40.73,27.57125,8.22451075308797,11.785,48,6.6,17.05,25.7,16.9125,5.43286394439414,7.875,48,81.8,99.3,113.6,98.7145833333333,9.77611047364481,15.625,48,9.4,10.6,11.8,10.5916666666667,0.702225439140371,1.1,48,0.68,1.505,2.17,1.486875,0.481487748678676,0.915,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.5,8,7.53958333333333,0.253267651993103,0.4,48,45,117.5,177,112.166666666667,27.8279924378416,27.25,48,0,48,0
"delslwq",2002-01-30,48,7.9,8.65,10.2,8.95625,0.800772565793596,1.6,48,14.75,27.465,39.38,27.7672916666667,7.0215815456692,10.435,48,8.6,16.85,24.9,17.075,4.66460187350409,6.95,48,84.5,99.05,119.6,100.341666666667,10.0794890391716,13.725,48,9.3,10.25,12,10.3854166666667,0.77842983896071,1.125,48,0.7,1.525,2.16,1.49333333333333,0.473409243738161,0.8575,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.5,8.1,7.54791666666667,0.260922735228008,0.4,48,36,99,149,94.5625,23.4392889388191,30,48,0,48,0
"delslwq",2002-01-31,48,8.1,9.3,9.9,9.19166666666667,0.555756464853942,0.75,48,21.53,32.445,40.41,32.063125,5.35276550366575,8.3,48,12.9,20.15,25.6,19.94375,3.60820024978565,5.7,48,85.5,94.35,111,96.9625,8.59682338660191,15.45,48,8.8,9.55,11.1,9.8125,0.741655709537358,1.3,48,0.99,1.78,2.32,1.72604166666667,0.420939878374185,0.7325,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.2,7.5,8,7.6,0.236103114869465,0.399999999999999,48,38,155.5,603,197.9375,136.202509779419,138.5,48,0,48,0
"delslwq",2002-02-01,38,8.3,9.2,11.2,9.74210526315789,1.11516126065643,2.175,38,14.24,26.555,39.83,26.9063157894737,7.98261334335277,12.5125,38,11.6,18.2,25.2,18.5078947368421,4.06297598152611,6.15,38,77.4,88.95,111.5,90.0842105263158,9.1753349247593,15.525,38,8.1,9,10.8,9.08684210526316,0.749836397518883,1.175,38,0.8,1.355,2.15,1.40342105263158,0.409833692808466,0.6375,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,38,7.1,7.3,7.9,7.39736842105263,0.238788430732089,0.399999999999999,38,38,115.5,183,114.078947368421,35.6850953661953,41.25,38,0,38,0
"delslwq",2002-02-02,48,7.3,9.75,10.8,9.4375,0.986639471543943,0.924999999999999,48,8.51,14.915,22.74,15.124375,4.46545649723781,7.945,48,6.9,12.6,21.3,13.04375,4.41438201983259,7.325,48,81.3,87.2,102.4,88.4375,6.46126346250599,7.52500000000002,48,8.7,9.1,10.7,9.3125,0.626583101414907,0.525,48,0.57,1.27,2.1,1.29645833333333,0.467731008272159,0.805,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7,7.15,7.6,7.20416666666667,0.182136648880032,0.100000000000001,48,43,99.5,588,163.833333333333,150.05719949595,102.75,48,0,48,0
"delslwq",2002-02-03,48,6.9,7.35,9,7.45625,0.469905490724216,0.600000000000001,48,10.74,16.56,21.17,16.4089583333333,3.16189496076448,5.8175,48,9.3,14.9,20,14.9833333333333,3.2502263969154,5.9,48,78.5,89.2,101.5,89.1416666666667,6.91399546813081,12.075,48,8.7,9.7,10.9,9.69791666666667,0.634634953987483,1.1,48,0.78,1.445,2.09,1.439375,0.453860069587486,0.8975,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7,7.3,7.6,7.30208333333333,0.175632090478004,0.324999999999999,48,38,155.5,413,169.458333333333,77.2822839882448,75.25,48,0,48,0
"delslwq",2002-02-04,48,5.5,6.3,7.4,6.32083333333333,0.424243172606874,0.425000000000001,48,9.56,17.085,24.58,17.505625,3.67100769182036,5.8075,48,8.8,16.1,23.9,16.5770833333333,3.75416022189134,6.175,48,81.1,90,109.9,92.2375,8.43277862386704,13.95,48,9.1,10.05,11.8,10.2,0.701669741069055,1.1,48,0.68,1.47,2.02,1.4125,0.444347477601779,0.8275,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.8,7.39375,0.237366984027651,0.399999999999999,48,43,109,176,106.875,27.3391816092551,26.25,48,0,48,0
"delslwq",2002-02-05,48,2.4,4.2,5.3,4.16666666666667,0.713497031657734,0.75,48,7.84,12.96,19.17,13.039375,3.16203638011155,5.02,48,7.4,12.8,20.6,12.8958333333333,3.55689072522697,5.475,48,83.7,90.1,107.9,91.8416666666667,6.36201605051027,5.64999999999999,48,10,10.8,12.8,10.9958333333333,0.721392959085712,0.525,48,0.8,1.345,1.96,1.35125,0.386421801287969,0.7225,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.3,7.7,7.31666666666667,0.15755219781222,0.2,47,47,104,460,130.489361702128,84.3646001231058,86,48,0,48,0
"delslwq",2002-02-06,48,2.1,3.15,3.7,3.09375,0.499108247330368,0.7,48,8.84,13.56,18.6,13.494375,2.6422523485474,4.51,48,8.6,13.8,20,13.81875,3.11616623774737,5.225,48,86.6,92.75,102.2,93.8916666666667,5.51685361042553,10.925,48,10.7,11.35,12.4,11.4770833333333,0.581721430493183,1.2,48,0.77,1.475,2.04,1.44166666666667,0.390609634449565,0.705,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.35,7.7,7.36875,0.161319360804005,0.3,48,38,140,322,146.708333333333,70.1827275633182,71.75,48,0,48,0
"delslwq",2002-02-07,48,2.9,3.4,3.7,3.37083333333333,0.192363058042054,0.225000000000001,48,8.09,14.33,21.67,14.7127083333333,3.59277983975505,4.915,48,7.8,14.6,22.6,15.0083333333333,3.92449120341399,5.35,48,84.7,94.5,116,96.6333333333333,8.60693271613888,12.75,48,10.7,11.5,13.2,11.625,0.700911260962956,1.025,48,0.7,1.46,2.05,1.454375,0.402248500784004,0.6925,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.4,8.1,7.44166666666667,0.28421847555001,0.5,48,47,129,271,136.854166666667,57.9614654027243,76.75,48,0,48,0
"delslwq",2002-02-08,48,3.1,3.55,4.4,3.64375,0.368381306846646,0.6,48,9.54,15.435,23.79,15.6975,3.82648802928977,5.67,48,9.4,15.65,25.1,15.975,4.23523718846456,6.275,48,85.3,98.6,113.3,98.3520833333333,7.98200075124701,10.45,48,10.7,11.7,12.9,11.6666666666667,0.601888281615533,0.824999999999998,48,0.84,1.555,2.11,1.52166666666667,0.409594159976097,0.7225,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.4,8,7.46041666666667,0.287127804098671,0.424999999999999,48,38,109.5,242,118.979166666667,48.5761037405217,54,48,0,48,0
"delslwq",2002-02-09,48,3.7,4.2,5.1,4.34791666666667,0.429739942802291,0.7,48,8.74,14.505,20.72,14.9195833333333,3.40194622540795,5.3675,48,8.3,14.2,21.2,14.7833333333333,3.64086343122379,5.975,48,89.4,103,116.3,101.791666666667,8.06132963356498,13.4,48,11,12.1,13,11.9583333333333,0.633743801290205,1.125,48,0.86,1.72,2.2,1.63416666666667,0.438536411711916,0.8275,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.4,8,7.46875,0.290382176640782,0.5,48,32,105.5,171,101.6875,36.6827434935388,44.75,48,0,48,0
"delslwq",2002-02-10,48,4.5,5.55,6.5,5.49375,0.760572642606116,1.525,48,10.15,15.675,22.97,15.9672916666667,3.61645397003417,5.6675,48,9.6,14.9,22.9,15.3666666666667,3.73421975292303,5.775,48,93.1,108.5,125.2,107.947916666667,9.50207120945237,16.35,48,11.2,12.3,13.6,12.2625,0.699733992010155,0.950000000000001,48,0.95,1.59,2.25,1.58645833333333,0.401965858523382,0.6525,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,48,7.1,7.5,8.2,7.56458333333333,0.330370252211211,0.5,48,31,108,509,130.916666666667,84.4803472886694,63.25,48,0,48,0
